795;Depomed,DEPO;{"symbol":"DEPO","name":"Depomed, Inc.","marketCap":"$672.04M","ipoYear":"n/a","sector":"Health Care","industry":"Major Pharmaceuticals"}
796;Dermira,DERM;{"symbol":"DERM","name":"Dermira, Inc.","marketCap":"$1.24B","ipoYear":"2014","sector":"Health Care","industry":"Major Pharmaceuticals"}
797;Destination Maternity Corporation,DEST;{"symbol":"DEST","name":"Destination Maternity Corporation","marketCap":"$64.34M","ipoYear":"n/a","sector":"Consumer Services","industry":"Clothing/Shoe/Accessory Stores"}
798;Destination XL Group,DXLG;{"symbol":"DXLG","name":"Destination XL Group, Inc.","marketCap":"$131.29M","ipoYear":"n/a","sector":"Consumer Services","industry":"Clothing/Shoe/Accessory Stores"}
799;Deswell Industries,DSWL;{"symbol":"DSWL","name":"Deswell Industries, Inc.","marketCap":"$34.36M","ipoYear":"1995","sector":"Consumer Non-Durables","industry":"Plastic Products"}
800;Determine ,DTRM;{"symbol":"DTRM","name":"Determine, Inc.","marketCap":"$31.73M","ipoYear":"n/a","sector":"Technology","industry":"Computer Software: Prepackaged Software"}
801;DexCom,DXCM;{"symbol":"DXCM","name":"DexCom, Inc.","marketCap":"$6.47B","ipoYear":"2005","sector":"Health Care","industry":"Medical/Dental Instruments"}
802;Dextera Surgical,DXTR;{"symbol":"DXTR","name":"Dextera Surgical Inc.","marketCap":"$4.98M","ipoYear":"n/a","sector":"Health Care","industry":"Medical/Dental Instruments"}
803;DHX Media,DHXM;{"symbol":"DHXM","name":"DHX Media Ltd.","marketCap":"$122.51M","ipoYear":"n/a","sector":"n/a","industry":"n/a"}
804;Diamond Hill Investment Group,DHIL;{"symbol":"DHIL","name":"Diamond Hill Investment Group, Inc.","marketCap":"$680.15M","ipoYear":"n/a","sector":"Finance","industry":"Investment Managers"}
805;Diamondback Energy,FANG;{"symbol":"FANG","name":"Diamondback Energy, Inc.","marketCap":"$8.63B","ipoYear":"2012","sector":"Energy","industry":"Oil & Gas Production"}
806;Diana Containerships,DCIX;{"symbol":"DCIX","name":"Diana Containerships Inc.","marketCap":"$3.59M","ipoYear":"n/a","sector":"Transportation","industry":"Marine Transportation"}
807;Dicerna Pharmaceuticals,DRNA;{"symbol":"DRNA","name":"Dicerna Pharmaceuticals, Inc.","marketCap":"$143.08M","ipoYear":"2014","sector":"Health Care","industry":"Major Pharmaceuticals"}
808;Differential Brands Group,DFBG;{"symbol":"DFBG","name":"Differential Brands Group Inc.","marketCap":"$25.66M","ipoYear":"n/a","sector":"Consumer Non-Durables","industry":"Apparel"}
809;Diffusion Pharmaceuticals,DFFN;{"symbol":"DFFN","name":"Diffusion Pharmaceuticals Inc.","marketCap":"$25.97M","ipoYear":"n/a","sector":"Health Care","industry":"Major Pharmaceuticals"}
810;Digi International,DGII;{"symbol":"DGII","name":"Digi International Inc.","marketCap":"$261.39M","ipoYear":"1989","sector":"Technology","industry":"Computer Communications Equipment"}
811;Digiliti Money Group,DGLT;{"symbol":"DGLT","name":"Digiliti Money Group, Inc.","marketCap":"$31.41M","ipoYear":"n/a","sector":"Technology","industry":"Telecommunications Equipment"}
812;Digimarc Corporation,DMRC;{"symbol":"DMRC","name":"Digimarc Corporation","marketCap":"$435.93M","ipoYear":"n/a","sector":"Technology","industry":"EDP Services"}
813;Digirad Corporation,DRAD;{"symbol":"DRAD","name":"Digirad Corporation","marketCap":"$79.91M","ipoYear":"2004","sector":"Health Care","industry":"Biotechnology: Electromedical & Electrotherapeutic Apparatus"}
814;Digital Ally,DGLY;{"symbol":"DGLY","name":"Digital Ally, Inc.","marketCap":"$17.18M","ipoYear":"n/a","sector":"Technology","industry":"Radio And Television Broadcasting And Communications Equipment"}
815;Digital Turbine,APPS;{"symbol":"APPS","name":"Digital Turbine, Inc.","marketCap":"$71.93M","ipoYear":"n/a","sector":"Miscellaneous","industry":"Multi-Sector Companies"}
816;Dime Community Bancshares,DCOM;{"symbol":"DCOM","name":"Dime Community Bancshares, Inc.","marketCap":"$730.09M","ipoYear":"n/a","sector":"Finance","industry":"Savings Institutions"}
817;Dimension Therapeutics,DMTX;{"symbol":"DMTX","name":"Dimension Therapeutics, Inc.","marketCap":"$38.82M","ipoYear":"2015","sector":"Health Care","industry":"Biotechnology: Biological Products (No Diagnostic Substances)"}
818;Diodesorporated,DIOD;{"symbol":"DIOD","name":"Diodes Incorporated","marketCap":"$1.16B","ipoYear":"n/a","sector":"Technology","industry":"Semiconductors"}
819;Discovery Communications,DISCA;{"symbol":"DISCA","name":"Discovery Communications, Inc.","marketCap":"$10.05B","ipoYear":"n/a","sector":"Consumer Services","industry":"Television Services"}
820;Discovery Communications,DISCB;{"symbol":"DISCB","name":"Discovery Communications, Inc.","marketCap":"$10.25B","ipoYear":"n/a","sector":"Consumer Services","industry":"Television Services"}
821;Discovery Communications,DISCK;{"symbol":"DISCK","name":"Discovery Communications, Inc.","marketCap":"$9.76B","ipoYear":"n/a","sector":"Consumer Services","industry":"Television Services"}
822;DISH Network Corporation,DISH;{"symbol":"DISH","name":"DISH Network Corporation","marketCap":"$29.74B","ipoYear":"1995","sector":"Consumer Services","industry":"Television Services"}
823;Diversicare Healthcare Services,DVCR;{"symbol":"DVCR","name":"Diversicare Healthcare Services Inc.","marketCap":"$57.81M","ipoYear":"n/a","sector":"Health Care","industry":"Hospital/Nursing Management"}
824;Diversified Restaurant Holdings,SAUC;{"symbol":"SAUC","name":"Diversified Restaurant Holdings, Inc.","marketCap":"$72.27M","ipoYear":"n/a","sector":"Consumer Services","industry":"Restaurants"}
825;DLH Holdings Corp.,DLHC;{"symbol":"DLHC","name":"DLH Holdings Corp.","marketCap":"$63.46M","ipoYear":"n/a","sector":"Technology","industry":"Professional Services"}
826;DMC Global,BOOM;{"symbol":"BOOM","name":"DMC Global Inc.","marketCap":"$185.52M","ipoYear":"n/a","sector":"Capital Goods","industry":"Industrial Specialties"}
827;DNB Financial Corp,DNBF;{"symbol":"DNBF","name":"DNB Financial Corp","marketCap":"$149.67M","ipoYear":"n/a","sector":"Finance","industry":"Major Banks"}
828;Dollar Tree,DLTR;{"symbol":"DLTR","name":"Dollar Tree, Inc.","marketCap":"$16.38B","ipoYear":"1995","sector":"Consumer Services","industry":"Department/Specialty Retail Stores"}
829;Donegal Group,DGICA;{"symbol":"DGICA","name":"Donegal Group, Inc.","marketCap":"$433.37M","ipoYear":"n/a","sector":"Finance","industry":"Property-Casualty Insurers"}
830;Donegal Group,DGICB;{"symbol":"DGICB","name":"Donegal Group, Inc.","marketCap":"$395.71M","ipoYear":"1986","sector":"Finance","industry":"Property-Casualty Insurers"}
831;Dorchester Minerals,DMLP;{"symbol":"DMLP","name":"Dorchester Minerals, L.P.","marketCap":"$454M","ipoYear":"n/a","sector":"Energy","industry":"Oil & Gas Production"}
832;Dorman Products,DORM;{"symbol":"DORM","name":"Dorman Products, Inc.","marketCap":"$2.77B","ipoYear":"n/a","sector":"Capital Goods","industry":"Auto Parts:O.E.M."}
833;Double Eagle Acquisition Corp.,EAGL;{"symbol":"EAGL","name":"Double Eagle Acquisition Corp.","marketCap":"$625M","ipoYear":"2015","sector":"Finance","industry":"Business Services"}
834;Double Eagle Acquisition Corp.,EAGLU;{"symbol":"EAGLU","name":"Double Eagle Acquisition Corp.","marketCap":"n/a","ipoYear":"2015","sector":"Finance","industry":"Business Services"}
835;Double Eagle Acquisition Corp.,EAGLW;{"symbol":"EAGLW","name":"Double Eagle Acquisition Corp.","marketCap":"n/a","ipoYear":"2015","sector":"Finance","industry":"Business Services"}
836;DragonWave,DRWI;{"symbol":"DRWI","name":"DragonWave Inc","marketCap":"$6.63M","ipoYear":"2009","sector":"Public Utilities","industry":"Telecommunications Equipment"}
837;DryShips,DRYS;{"symbol":"DRYS","name":"DryShips Inc.","marketCap":"$573897.9","ipoYear":"2005","sector":"Transportation","industry":"Marine Transportation"}
838;DSP Group,DSPG;{"symbol":"DSPG","name":"DSP Group, Inc.","marketCap":"$257.16M","ipoYear":"1994","sector":"Technology","industry":"Semiconductors"}
839;Duluth Holdings,DLTH;{"symbol":"DLTH","name":"Duluth Holdings Inc.","marketCap":"$578.01M","ipoYear":"2015","sector":"Consumer Services","industry":"Clothing/Shoe/Accessory Stores"}
840;Dunkin39 Brands Group,DNKN;{"symbol":"DNKN","name":"Dunkin39 Brands Group, Inc.","marketCap":"$4.96B","ipoYear":"2011","sector":"Consumer Services","industry":"Restaurants"}
841;DURECT Corporation,DRRX;{"symbol":"DRRX","name":"DURECT Corporation","marketCap":"$218.63M","ipoYear":"2000","sector":"Health Care","industry":"Major Pharmaceuticals"}
842;DXP Enterprises,DXPE;{"symbol":"DXPE","name":"DXP Enterprises, Inc.","marketCap":"$587.68M","ipoYear":"n/a","sector":"Capital Goods","industry":"Industrial Machinery/Components"}
843;Dynasil Corporation of America,DYSL;{"symbol":"DYSL","name":"Dynasil Corporation of America","marketCap":"$20.41M","ipoYear":"n/a","sector":"Capital Goods","industry":"Industrial Machinery/Components"}
844;Dynatronics Corporation,DYNT;{"symbol":"DYNT","name":"Dynatronics Corporation","marketCap":"$12.55M","ipoYear":"n/a","sector":"Health Care","industry":"Biotechnology: Electromedical & Electrotherapeutic Apparatus"}
845;Dynavax Technologies Corporation,DVAX;{"symbol":"DVAX","name":"Dynavax Technologies Corporation","marketCap":"$487.94M","ipoYear":"2004","sector":"Health Care","industry":"Major Pharmaceuticals"}
846;E*TRADE Financial Corporation,ETFC;{"symbol":"ETFC","name":"E*TRADE Financial Corporation","marketCap":"$10.24B","ipoYear":"n/a","sector":"Finance","industry":"Savings Institutions"}
847;Eagle Bancorp Montana,EBMT;{"symbol":"EBMT","name":"Eagle Bancorp Montana, Inc.","marketCap":"$70.51M","ipoYear":"n/a","sector":"Finance","industry":"Major Banks"}
848;Eagle Bancorp,EGBN;{"symbol":"EGBN","name":"Eagle Bancorp, Inc.","marketCap":"$2.1B","ipoYear":"n/a","sector":"Finance","industry":"Major Banks"}
849;Eagle Bulk Shipping,EGLE;{"symbol":"EGLE","name":"Eagle Bulk Shipping Inc.","marketCap":"$369.78M","ipoYear":"n/a","sector":"Transportation","industry":"Marine Transportation"}
850;Eagle Pharmaceuticals,EGRX;{"symbol":"EGRX","name":"Eagle Pharmaceuticals, Inc.","marketCap":"$1.22B","ipoYear":"2014","sector":"Health Care","industry":"Major Pharmaceuticals"}
851;East West Bancorp,EWBC;{"symbol":"EWBC","name":"East West Bancorp, Inc.","marketCap":"$8.27B","ipoYear":"n/a","sector":"Finance","industry":"Major Banks"}
852;Easterly Acquisition Corp.,EACQ;{"symbol":"EACQ","name":"Easterly Acquisition Corp.","marketCap":"$248.75M","ipoYear":"2015","sector":"Capital Goods","industry":"Building Products"}
853;Easterly Acquisition Corp.,EACQU;{"symbol":"EACQU","name":"Easterly Acquisition Corp.","marketCap":"n/a","ipoYear":"2015","sector":"Capital Goods","industry":"Building Products"}
854;Easterly Acquisition Corp.,EACQW;{"symbol":"EACQW","name":"Easterly Acquisition Corp.","marketCap":"n/a","ipoYear":"2015","sector":"Capital Goods","industry":"Building Products"}
855;Eastern Company (The),EML;{"symbol":"EML","name":"Eastern Company (The)","marketCap":"$191.5M","ipoYear":"n/a","sector":"Capital Goods","industry":"Industrial Machinery/Components"}
856;Eaton Vance NextShares Trust,EVGBC;{"symbol":"EVGBC","name":"Eaton Vance NextShares Trust","marketCap":"n/a","ipoYear":"n/a","sector":"n/a","industry":"n/a"}
857;Eaton Vance NextShares Trust,EVSTC;{"symbol":"EVSTC","name":"Eaton Vance NextShares Trust","marketCap":"n/a","ipoYear":"n/a","sector":"n/a","industry":"n/a"}
858;Eaton Vance NextShares Trust II,EVLMC;{"symbol":"EVLMC","name":"Eaton Vance NextShares Trust II","marketCap":"n/a","ipoYear":"n/a","sector":"n/a","industry":"n/a"}
859;eBay,EBAY;{"symbol":"EBAY","name":"eBay Inc.","marketCap":"$37.78B","ipoYear":"1998","sector":"Miscellaneous","industry":"Business Services"}
860;eBay,EBAYL;{"symbol":"EBAYL","name":"eBay Inc.","marketCap":"n/a","ipoYear":"n/a","sector":"Miscellaneous","industry":"Business Services"}
861;Ebix,EBIX;{"symbol":"EBIX","name":"Ebix, Inc.","marketCap":"$1.69B","ipoYear":"n/a","sector":"Technology","industry":"EDP Services"}
862;Echelon Corporation,ELON;{"symbol":"ELON","name":"Echelon Corporation","marketCap":"$23.28M","ipoYear":"1998","sector":"Technology","industry":"Computer Communications Equipment"}
863;Echo Global Logistics,ECHO;{"symbol":"ECHO","name":"Echo Global Logistics, Inc.","marketCap":"$566.89M","ipoYear":"2009","sector":"Transportation","industry":"Oil Refining/Marketing"}
864;EchoStar Corporation,SATS;{"symbol":"SATS","name":"EchoStar Corporation","marketCap":"$5.74B","ipoYear":"n/a","sector":"Technology","industry":"Radio And Television Broadcasting And Communications Equipment"}
865;Ecology and Environment,EEI;{"symbol":"EEI","name":"Ecology and Environment, Inc.","marketCap":"$55.18M","ipoYear":"1987","sector":"Consumer Services","industry":"Military/Government/Technical"}
866;Eco-Stim Energy Solutions,ESES;{"symbol":"ESES","name":"Eco-Stim Energy Solutions, Inc.","marketCap":"$55.26M","ipoYear":"n/a","sector":"Energy","industry":"Oilfield Services/Equipment"}
867;EDAP TMS S.A.,EDAP;{"symbol":"EDAP","name":"EDAP TMS S.A.","marketCap":"$95.09M","ipoYear":"1997","sector":"Health Care","industry":"Biotechnology: Electromedical & Electrotherapeutic Apparatus"}
868;Edge Therapeutics,EDGE;{"symbol":"EDGE","name":"Edge Therapeutics, Inc.","marketCap":"$308.73M","ipoYear":"2015","sector":"Health Care","industry":"Major Pharmaceuticals"}
869;Edgewater Technology,EDGW;{"symbol":"EDGW","name":"Edgewater Technology, Inc.","marketCap":"$89.51M","ipoYear":"n/a","sector":"Technology","industry":"Computer Software: Programming, Data Processing"}
870;Editas Medicine,EDIT;{"symbol":"EDIT","name":"Editas Medicine, Inc.","marketCap":"$721.12M","ipoYear":"2016","sector":"Health Care","industry":"Biotechnology: Biological Products (No Diagnostic Substances)"}
871;Educational Development Corporation,EDUC;{"symbol":"EDUC","name":"Educational Development Corporation","marketCap":"$41.34M","ipoYear":"n/a","sector":"Consumer Durables","industry":"Consumer Specialties"}
872;eGain Corporation,EGAN;{"symbol":"EGAN","name":"eGain Corporation","marketCap":"$46.08M","ipoYear":"1999","sector":"Technology","industry":"Computer Software: Prepackaged Software"}
873;Egalet Corporation,EGLT;{"symbol":"EGLT","name":"Egalet Corporation","marketCap":"$62.76M","ipoYear":"2014","sector":"Health Care","industry":"Major Pharmaceuticals"}
874;eHealth,EHTH;{"symbol":"EHTH","name":"eHealth, Inc.","marketCap":"$338.21M","ipoYear":"2006","sector":"Finance","industry":"Specialty Insurers"}
875;Eiger BioPharmaceuticals,EIGR;{"symbol":"EIGR","name":"Eiger BioPharmaceuticals, Inc.","marketCap":"$58.99M","ipoYear":"2014","sector":"Health Care","industry":"Biotechnology: Biological Products (No Diagnostic Substances)"}
876;Ekso Bionics Holdings,EKSO;{"symbol":"EKSO","name":"Ekso Bionics Holdings, Inc.","marketCap":"$51.53M","ipoYear":"n/a","sector":"Capital Goods","industry":"Industrial Machinery/Components"}
877;El Pollo Loco Holdings,LOCO;{"symbol":"LOCO","name":"El Pollo Loco Holdings, Inc.","marketCap":"$552M","ipoYear":"2014","sector":"Consumer Services","industry":"Restaurants"}
878;Elbit Imaging,EMITF;{"symbol":"EMITF","name":"Elbit Imaging Ltd.","marketCap":"$26.01M","ipoYear":"n/a","sector":"Consumer Services","industry":"Building operators"}
879;Elbit Systems,ESLT;{"symbol":"ESLT","name":"Elbit Systems Ltd.","marketCap":"$5.32B","ipoYear":"n/a","sector":"Capital Goods","industry":"Military/Government/Technical"}
880;Eldorado Resorts,ERI;{"symbol":"ERI","name":"Eldorado Resorts, Inc.","marketCap":"$1.51B","ipoYear":"n/a","sector":"Consumer Services","industry":"Hotels/Resorts"}
881;Electro Scientific Industries,ESIO;{"symbol":"ESIO","name":"Electro Scientific Industries, Inc.","marketCap":"$269.8M","ipoYear":"n/a","sector":"Miscellaneous","industry":"Industrial Machinery/Components"}
882;Electronic Arts,EA;{"symbol":"EA","name":"Electronic Arts Inc.","marketCap":"$33.53B","ipoYear":"n/a","sector":"Technology","industry":"Computer Software: Prepackaged Software"}
883;Electronics for Imaging,EFII;{"symbol":"EFII","name":"Electronics for Imaging, Inc.","marketCap":"$2.19B","ipoYear":"1992","sector":"Technology","industry":"Computer Communications Equipment"}
884;Electro-Sensors,ELSE;{"symbol":"ELSE","name":"Electro-Sensors, Inc.","marketCap":"$13.58M","ipoYear":"n/a","sector":"Capital Goods","industry":"Industrial Machinery/Components"}
885;Electrum Special Acquisition Corporation,ELEC;{"symbol":"ELEC","name":"Electrum Special Acquisition Corporation","marketCap":"$252M","ipoYear":"2015","sector":"Finance","industry":"Business Services"}
886;Electrum Special Acquisition Corporation,ELECU;{"symbol":"ELECU","name":"Electrum Special Acquisition Corporation","marketCap":"$260.75M","ipoYear":"2015","sector":"Finance","industry":"Business Services"}
887;Electrum Special Acquisition Corporation,ELECW;{"symbol":"ELECW","name":"Electrum Special Acquisition Corporation","marketCap":"n/a","ipoYear":"2015","sector":"Finance","industry":"Business Services"}
888;Eleven Biotherapeutics,EBIO;{"symbol":"EBIO","name":"Eleven Biotherapeutics, Inc.","marketCap":"$36.8M","ipoYear":"2014","sector":"Health Care","industry":"Major Pharmaceuticals"}
889;Elkhorn Commodity Rotation Strategy ETF,DWAC;{"symbol":"DWAC","name":"Elkhorn Commodity Rotation Strategy ETF","marketCap":"$2.42M","ipoYear":"n/a","sector":"n/a","industry":"n/a"}
890;Elmira Savings Bank NY (The),ESBK;{"symbol":"ESBK","name":"Elmira Savings Bank NY (The)","marketCap":"$54.1M","ipoYear":"n/a","sector":"Finance","industry":"Major Banks"}
891;Eltek,ELTK;{"symbol":"ELTK","name":"Eltek Ltd.","marketCap":"$7.1M","ipoYear":"1997","sector":"Technology","industry":"Electrical Products"}
892;EMC Insurance Group,EMCI;{"symbol":"EMCI","name":"EMC Insurance Group Inc.","marketCap":"$587.18M","ipoYear":"1982","sector":"Finance","industry":"Property-Casualty Insurers"}
893;Emclaire Financial Corp,EMCF;{"symbol":"EMCF","name":"Emclaire Financial Corp","marketCap":"$58.85M","ipoYear":"n/a","sector":"Finance","industry":"Major Banks"}
894;EMCORE Corporation,EMKR;{"symbol":"EMKR","name":"EMCORE Corporation","marketCap":"$300.47M","ipoYear":"1997","sector":"Technology","industry":"Semiconductors"}
895;Emmis Communications Corporation,EMMS;{"symbol":"EMMS","name":"Emmis Communications Corporation","marketCap":"$37.21M","ipoYear":"1994","sector":"Consumer Services","industry":"Broadcasting"}
896;Empire Resorts,NYNY;{"symbol":"NYNY","name":"Empire Resorts, Inc.","marketCap":"$737.33M","ipoYear":"n/a","sector":"Consumer Services","industry":"Restaurants"}
897;Enanta Pharmaceuticals,ENTA;{"symbol":"ENTA","name":"Enanta Pharmaceuticals, Inc.","marketCap":"$686.24M","ipoYear":"2013","sector":"Health Care","industry":"Major Pharmaceuticals"}
898;Encore Capital Group,ECPG;{"symbol":"ECPG","name":"Encore Capital Group Inc","marketCap":"$1.05B","ipoYear":"n/a","sector":"Finance","industry":"Finance Companies"}
899;Encore Wire Corporation,WIRE;{"symbol":"WIRE","name":"Encore Wire Corporation","marketCap":"$892.19M","ipoYear":"1992","sector":"Capital Goods","industry":"Metal Fabrications"}
900;Endo International plc,ENDP;{"symbol":"ENDP","name":"Endo International plc","marketCap":"$2.53B","ipoYear":"n/a","sector":"Health Care","industry":"Major Pharmaceuticals"}
901;Endocyte,ECYT;{"symbol":"ECYT","name":"Endocyte, Inc.","marketCap":"$64.56M","ipoYear":"2011","sector":"Health Care","industry":"Major Pharmaceuticals"}
902;Endologix,ELGX;{"symbol":"ELGX","name":"Endologix, Inc.","marketCap":"$423.17M","ipoYear":"n/a","sector":"Health Care","industry":"Medical/Dental Instruments"}
903;ENDRA Life Sciences,NDRA;{"symbol":"NDRA","name":"ENDRA Life Sciences Inc.","marketCap":"n/a","ipoYear":"n/a","sector":"Health Care","industry":"Biotechnology: Electromedical & Electrotherapeutic Apparatus"}
904;ENDRA Life Sciences,NDRAU;{"symbol":"NDRAU","name":"ENDRA Life Sciences Inc.","marketCap":"n/a","ipoYear":"2017","sector":"Health Care","industry":"Biotechnology: Electromedical & Electrotherapeutic Apparatus"}
905;ENDRA Life Sciences,NDRAW;{"symbol":"NDRAW","name":"ENDRA Life Sciences Inc.","marketCap":"n/a","ipoYear":"n/a","sector":"Health Care","industry":"Biotechnology: Electromedical & Electrotherapeutic Apparatus"}
906;Endurance International Group Holdings,EIGI;{"symbol":"EIGI","name":"Endurance International Group Holdings, Inc.","marketCap":"$1.17B","ipoYear":"2013","sector":"Technology","industry":"Computer Software: Prepackaged Software"}
907;Energous Corporation,WATT;{"symbol":"WATT","name":"Energous Corporation","marketCap":"$313.97M","ipoYear":"2014","sector":"Technology","industry":"Radio And Television Broadcasting And Communications Equipment"}
908;Energy Focus,EFOI;{"symbol":"EFOI","name":"Energy Focus, Inc.","marketCap":"$29.21M","ipoYear":"n/a","sector":"Consumer Durables","industry":"Building Products"}
909;Energy Recovery,ERII;{"symbol":"ERII","name":"Energy Recovery, Inc.","marketCap":"$445.38M","ipoYear":"2008","sector":"Technology","industry":"Industrial Machinery/Components"}
910;Energy XXI Gulf Coast,EXXI;{"symbol":"EXXI","name":"Energy XXI Gulf Coast, Inc.","marketCap":"$613.75M","ipoYear":"n/a","sector":"Energy","industry":"Oil & Gas Production"}
911;EnerNOC,ENOC;{"symbol":"ENOC","name":"EnerNOC, Inc.","marketCap":"$237.17M","ipoYear":"2007","sector":"Technology","industry":"Computer Software: Programming, Data Processing"}
912;ENGlobal Corporation,ENG;{"symbol":"ENG","name":"ENGlobal Corporation","marketCap":"$35.01M","ipoYear":"n/a","sector":"Consumer Services","industry":"Military/Government/Technical"}
913;Enphase Energy,ENPH;{"symbol":"ENPH","name":"Enphase Energy, Inc.","marketCap":"$71.63M","ipoYear":"2012","sector":"Technology","industry":"Semiconductors"}
914;Enstar Group Limited,ESGR;{"symbol":"ESGR","name":"Enstar Group Limited","marketCap":"$3.78B","ipoYear":"n/a","sector":"Finance","industry":"Property-Casualty Insurers"}
915;Entegra Financial Corp.,ENFC;{"symbol":"ENFC","name":"Entegra Financial Corp.","marketCap":"$147.82M","ipoYear":"2014","sector":"Finance","industry":"Banks"}
916;Entegris,ENTG;{"symbol":"ENTG","name":"Entegris, Inc.","marketCap":"$3.18B","ipoYear":"2000","sector":"Consumer Non-Durables","industry":"Plastic Products"}
917;Entellus Medical,ENTL;{"symbol":"ENTL","name":"Entellus Medical, Inc.","marketCap":"$337.73M","ipoYear":"2015","sector":"Health Care","industry":"Medical/Dental Instruments"}
918;EnteroMedics,ETRM;{"symbol":"ETRM","name":"EnteroMedics Inc.","marketCap":"$34.95M","ipoYear":"2007","sector":"Health Care","industry":"Biotechnology: Electromedical & Electrotherapeutic Apparatus"}
919;Enterprise Bancorp,EBTC;{"symbol":"EBTC","name":"Enterprise Bancorp Inc","marketCap":"$408.37M","ipoYear":"n/a","sector":"Finance","industry":"Major Banks"}
920;Enterprise Financial Services Corporation,EFSC;{"symbol":"EFSC","name":"Enterprise Financial Services Corporation","marketCap":"$943.96M","ipoYear":"n/a","sector":"Finance","industry":"Major Banks"}
921;Enzymotec,ENZY          ;{"symbol":"ENZY          ","name":"Enzymotec Ltd.","marketCap":"$187M","ipoYear":"2013","sector":"Consumer Durables","industry":"Specialty Chemicals"}
922;Epizyme,EPZM;{"symbol":"EPZM","name":"Epizyme, Inc.","marketCap":"$834.52M","ipoYear":"2013","sector":"Health Care","industry":"Major Pharmaceuticals"}
923;ePlus,PLUS;{"symbol":"PLUS","name":"ePlus inc.","marketCap":"$1.04B","ipoYear":"1996","sector":"Technology","industry":"Retail: Computer Software & Peripheral Equipment"}
924;Equinix,EQIX;{"symbol":"EQIX","name":"Equinix, Inc.","marketCap":"$33.79B","ipoYear":"2000","sector":"Consumer Services","industry":"Real Estate Investment Trusts"}
925;Equitable Financial Corp.,EQFN;{"symbol":"EQFN","name":"Equitable Financial Corp.","marketCap":"$34.32M","ipoYear":"2015","sector":"Finance","industry":"Savings Institutions"}
926;Equity Bancshares,EQBK;{"symbol":"EQBK","name":"Equity Bancshares, Inc.","marketCap":"$366.49M","ipoYear":"2015","sector":"Finance","industry":"Major Banks"}
927;Ericsson,ERIC;{"symbol":"ERIC","name":"Ericsson","marketCap":"$23.5B","ipoYear":"n/a","sector":"Technology","industry":"Radio And Television Broadcasting And Communications Equipment"}
928;Erie Indemnity Company,ERIE;{"symbol":"ERIE","name":"Erie Indemnity Company","marketCap":"$6.43B","ipoYear":"n/a","sector":"Finance","industry":"Specialty Insurers"}
929;Escaladeorporated,ESCA;{"symbol":"ESCA","name":"Escalade, Incorporated","marketCap":"$189.37M","ipoYear":"n/a","sector":"Consumer Non-Durables","industry":"Recreational Products/Toys"}
930;Esperion Therapeutics,ESPR;{"symbol":"ESPR","name":"Esperion Therapeutics, Inc.","marketCap":"$988.09M","ipoYear":"2013","sector":"Health Care","industry":"Major Pharmaceuticals"}
931;Esquire Financial Holdings,ESQ;{"symbol":"ESQ","name":"Esquire Financial Holdings, Inc.","marketCap":"n/a","ipoYear":"n/a","sector":"n/a","industry":"n/a"}
932;ESSA Bancorp,ESSA;{"symbol":"ESSA","name":"ESSA Bancorp, Inc.","marketCap":"$170.43M","ipoYear":"n/a","sector":"Finance","industry":"Banks"}
933;ESSA Pharma,EPIX;{"symbol":"EPIX","name":"ESSA Pharma Inc.","marketCap":"$16.67M","ipoYear":"n/a","sector":"Health Care","industry":"Major Pharmaceuticals"}
934;Essendant,ESND;{"symbol":"ESND","name":"Essendant Inc.","marketCap":"$551.62M","ipoYear":"n/a","sector":"Consumer Services","industry":"Paper"}
935;Etsy,ETSY;{"symbol":"ETSY","name":"Etsy, Inc.","marketCap":"$1.72B","ipoYear":"2015","sector":"Miscellaneous","industry":"Business Services"}
936;Euro Tech Holdings Company Limited,CLWT;{"symbol":"CLWT","name":"Euro Tech Holdings Company Limited","marketCap":"$6.91M","ipoYear":"1997","sector":"Consumer Durables","industry":"Diversified Electronic Products"}
937;Euronet Worldwide,EEFT;{"symbol":"EEFT","name":"Euronet Worldwide, Inc.","marketCap":"$4.57B","ipoYear":"1997","sector":"Finance","industry":"Investment Bankers/Brokers/Service"}
938;Euroseas,ESEA;{"symbol":"ESEA","name":"Euroseas Ltd.","marketCap":"$14.53M","ipoYear":"n/a","sector":"Transportation","industry":"Marine Transportation"}
939;EV Energy Partners,EVEP;{"symbol":"EVEP","name":"EV Energy Partners, L.P.","marketCap":"$30.41M","ipoYear":"2006","sector":"Energy","industry":"Oil & Gas Production"}
940;Everbridge,EVBG;{"symbol":"EVBG","name":"Everbridge, Inc.","marketCap":"$700.19M","ipoYear":"2016","sector":"Technology","industry":"Computer Software: Prepackaged Software"}
941;Ever-Glory International Group,EVK;{"symbol":"EVK","name":"Ever-Glory International Group, Inc.","marketCap":"$39.2M","ipoYear":"n/a","sector":"Consumer Non-Durables","industry":"Apparel"}
942;Everspin Technologies,MRAM;{"symbol":"MRAM","name":"Everspin Technologies, Inc.","marketCap":"$265.2M","ipoYear":"2016","sector":"Technology","industry":"Semiconductors"}
943;EVINE Live,EVLV;{"symbol":"EVLV","name":"EVINE Live Inc.","marketCap":"$67.58M","ipoYear":"n/a","sector":"Consumer Services","industry":"Catalog/Specialty Distribution"}
944;Evogene,EVGN;{"symbol":"EVGN","name":"Evogene Ltd.","marketCap":"$132.72M","ipoYear":"n/a","sector":"Basic Industries","industry":"Agricultural Chemicals"}
